,gene_name,gene_id,dataset
16601,1700092K14Rik,ENSMUSG00000078600,snRNAseq2
16602,Gm12525,ENSMUSG00000078601,snRNAseq2
16603,Gm10961,ENSMUSG00000078604,snRNAseq2
16604,1810010H24Rik,ENSMUSG00000078607,snRNAseq2
16605,Gm5901,ENSMUSG00000078611,snRNAseq2
16606,Fyb2,ENSMUSG00000078612,snRNAseq2
16607,Trim30c,ENSMUSG00000078616,snRNAseq2
16608,4930456L15Rik,ENSMUSG00000078618,snRNAseq2
16609,Smarcd2,ENSMUSG00000078619,snRNAseq2
16610,Hbb-bh2,ENSMUSG00000078621,snRNAseq2
16611,Ccdc47,ENSMUSG00000078622,snRNAseq2
16612,Olfr613,ENSMUSG00000078624,snRNAseq2
16613,Gm12789,ENSMUSG00000078625,snRNAseq2
16614,Gm12790,ENSMUSG00000078626,snRNAseq2
16615,March10,ENSMUSG00000078627,snRNAseq2
16616,Tomt,ENSMUSG00000078630,snRNAseq2
16617,Lrrc37a,ENSMUSG00000078632,snRNAseq2
16618,1700028N14Rik,ENSMUSG00000078635,snRNAseq2
16619,Gm7336,ENSMUSG00000078636,snRNAseq2
16620,Gm11627,ENSMUSG00000078640,snRNAseq2
16621,Gm17546,ENSMUSG00000078648,snRNAseq2
16622,G6pc,ENSMUSG00000078650,snRNAseq2
16623,Aoc2,ENSMUSG00000078651,snRNAseq2
16624,Psme3,ENSMUSG00000078652,snRNAseq2
16625,Cntd1,ENSMUSG00000078653,snRNAseq2
16626,Gm10972,ENSMUSG00000078655,snRNAseq2
16627,Vps25,ENSMUSG00000078656,snRNAseq2
16628,Crnn,ENSMUSG00000078657,snRNAseq2
16629,Gm11595,ENSMUSG00000078668,snRNAseq2
16630,Fam174b,ENSMUSG00000078670,snRNAseq2
16631,Mup20,ENSMUSG00000078672,snRNAseq2
16632,Mup19,ENSMUSG00000078673,snRNAseq2
16633,Gm10974,ENSMUSG00000078677,snRNAseq2
16634,Mup10,ENSMUSG00000078680,snRNAseq2
16635,Tm2d3,ENSMUSG00000078681,snRNAseq2
16636,Mup1,ENSMUSG00000078683,snRNAseq2
16637,5830417I10Rik,ENSMUSG00000078684,snRNAseq2
16638,Mup-ps4,ENSMUSG00000078685,snRNAseq2
16639,Mup9,ENSMUSG00000078686,snRNAseq2
16640,Mup8,ENSMUSG00000078687,snRNAseq2
16641,Mup2,ENSMUSG00000078688,snRNAseq2
16642,Mup6,ENSMUSG00000078689,snRNAseq2
16643,Gm6821,ENSMUSG00000078691,snRNAseq2
16644,Cisd3,ENSMUSG00000078695,snRNAseq2
16645,Mrgpra3,ENSMUSG00000078698,snRNAseq2
16646,D030028A08Rik,ENSMUSG00000078700,snRNAseq2
16647,Tmem8b,ENSMUSG00000078716,snRNAseq2
16648,Msmp,ENSMUSG00000078719,snRNAseq2
16649,Fam205a1,ENSMUSG00000078721,snRNAseq2
16650,Gm12394,ENSMUSG00000078722,snRNAseq2
16651,Il11ra2,ENSMUSG00000078735,snRNAseq2
16652,Gm10985,ENSMUSG00000078742,snRNAseq2
16653,Fam205a4,ENSMUSG00000078746,snRNAseq2
16654,Gm20878,ENSMUSG00000078747,snRNAseq2
16655,Scgb1b24,ENSMUSG00000078753,snRNAseq2
16656,Scgb1b29,ENSMUSG00000078757,snRNAseq2
16657,Scgb1b7,ENSMUSG00000078759,snRNAseq2
16658,Haus5,ENSMUSG00000078762,snRNAseq2
16659,U2af1l4,ENSMUSG00000078765,snRNAseq2
16660,Zfp566,ENSMUSG00000078768,snRNAseq2
16661,Evi2a,ENSMUSG00000078771,snRNAseq2
16662,9530053A07Rik,ENSMUSG00000078776,snRNAseq2
16663,Zfp59,ENSMUSG00000078779,snRNAseq2
16664,Gm5150,ENSMUSG00000078780,snRNAseq2
16665,Gm9733,ENSMUSG00000078783,snRNAseq2
16666,1810022K09Rik,ENSMUSG00000078784,snRNAseq2
16667,BC024978,ENSMUSG00000078786,snRNAseq2
16668,Cyp2t4,ENSMUSG00000078787,snRNAseq2
16669,Dph1,ENSMUSG00000078789,snRNAseq2
16670,Gm5155,ENSMUSG00000078793,snRNAseq2
16671,Dact3,ENSMUSG00000078794,snRNAseq2
16672,Gp6,ENSMUSG00000078810,snRNAseq2
16673,Eif5a,ENSMUSG00000078812,snRNAseq2
16674,Leng1,ENSMUSG00000078813,snRNAseq2
16675,Cacng6,ENSMUSG00000078815,snRNAseq2
16676,Prkcg,ENSMUSG00000078816,snRNAseq2
16677,Nlrp12,ENSMUSG00000078817,snRNAseq2
16678,Gm17382,ENSMUSG00000078838,snRNAseq2
16679,Gm10999,ENSMUSG00000078840,snRNAseq2
16680,Gm6746,ENSMUSG00000078847,snRNAseq2
16681,Gm2348,ENSMUSG00000078850,snRNAseq2
16682,Hist3h2a,ENSMUSG00000078851,snRNAseq2
16683,Igtp,ENSMUSG00000078853,snRNAseq2
16684,Zfp931,ENSMUSG00000078861,snRNAseq2
16685,Gm14326,ENSMUSG00000078862,snRNAseq2
16686,Gm14322,ENSMUSG00000078864,snRNAseq2
16687,Gm14406,ENSMUSG00000078865,snRNAseq2
16688,Zfp970,ENSMUSG00000078866,snRNAseq2
16689,Gm14418,ENSMUSG00000078867,snRNAseq2
16690,Gm14412,ENSMUSG00000078868,snRNAseq2
16691,Gm14409,ENSMUSG00000078869,snRNAseq2
16692,Gm14410,ENSMUSG00000078870,snRNAseq2
16693,Gm14401,ENSMUSG00000078872,snRNAseq2
16694,Gm14408,ENSMUSG00000078876,snRNAseq2
16695,Gm14295,ENSMUSG00000078877,snRNAseq2
16696,Zfp973,ENSMUSG00000078879,snRNAseq2
16697,Gm14308,ENSMUSG00000078880,snRNAseq2
16698,Gm14434,ENSMUSG00000078881,snRNAseq2
16699,Gm2026,ENSMUSG00000078886,snRNAseq2
16700,Gm6710,ENSMUSG00000078887,snRNAseq2
16701,Gm11008,ENSMUSG00000078891,snRNAseq2
16702,2210418O10Rik,ENSMUSG00000078894,snRNAseq2
16703,Gm11009,ENSMUSG00000078895,snRNAseq2
16704,Zfp968,ENSMUSG00000078898,snRNAseq2
16705,Gm4631,ENSMUSG00000078899,snRNAseq2
16706,Gm14440,ENSMUSG00000078901,snRNAseq2
16707,Gm14393,ENSMUSG00000078905,snRNAseq2
16708,Gm14444,ENSMUSG00000078906,snRNAseq2
16709,Gm11011,ENSMUSG00000078912,snRNAseq2
16710,Hsp25-ps1,ENSMUSG00000078915,snRNAseq2
16711,Gm11281,ENSMUSG00000078917,snRNAseq2
16712,Dpm1,ENSMUSG00000078919,snRNAseq2
16713,Ifi47,ENSMUSG00000078920,snRNAseq2
16714,Tgtp2,ENSMUSG00000078921,snRNAseq2
16715,Tgtp1,ENSMUSG00000078922,snRNAseq2
16716,Gm12169,ENSMUSG00000078924,snRNAseq2
16717,D030018L15Rik,ENSMUSG00000078925,snRNAseq2
16718,Cdc20b,ENSMUSG00000078926,snRNAseq2
16719,Pdf,ENSMUSG00000078931,snRNAseq2
16720,CN725425,ENSMUSG00000078932,snRNAseq2
16721,1700025C18Rik,ENSMUSG00000078935,snRNAseq2
16722,Cpt1b,ENSMUSG00000078937,snRNAseq2
16723,Wfdc11,ENSMUSG00000078940,snRNAseq2
16724,R3hdml,ENSMUSG00000078949,snRNAseq2
16725,Gm11020,ENSMUSG00000078953,snRNAseq2
16726,Arhgap8,ENSMUSG00000078954,snRNAseq2
16727,Gm14222,ENSMUSG00000078955,snRNAseq2
16728,Gm14221,ENSMUSG00000078956,snRNAseq2
16729,Atp6ap1l,ENSMUSG00000078958,snRNAseq2
16730,4932414J04Rik,ENSMUSG00000078962,snRNAseq2
16731,Hsbp1l1,ENSMUSG00000078963,snRNAseq2
16732,Ces1b,ENSMUSG00000078964,snRNAseq2
16733,Gm3272,ENSMUSG00000078967,snRNAseq2
16734,Gm15557,ENSMUSG00000078972,snRNAseq2
16735,Bpifa6,ENSMUSG00000078998,snRNAseq2
16736,Dnmt3bos,ENSMUSG00000079000,snRNAseq2
16737,4930404H24Rik,ENSMUSG00000079001,snRNAseq2
16738,Samd1,ENSMUSG00000079003,snRNAseq2
16739,Gm14147,ENSMUSG00000079005,snRNAseq2
16740,Gm14151,ENSMUSG00000079006,snRNAseq2
16741,Tcl1b4,ENSMUSG00000079007,snRNAseq2
16742,Gm14124,ENSMUSG00000079008,snRNAseq2
16743,Gm14139,ENSMUSG00000079009,snRNAseq2
16744,Gm11032,ENSMUSG00000079010,snRNAseq2
16745,Serpina3m,ENSMUSG00000079012,snRNAseq2
16746,Serpina3j,ENSMUSG00000079013,snRNAseq2
16747,Serpina3i,ENSMUSG00000079014,snRNAseq2
16748,Serpina1c,ENSMUSG00000079015,snRNAseq2
16749,Gm11034,ENSMUSG00000079016,snRNAseq2
16750,Ifi27l2a,ENSMUSG00000079017,snRNAseq2
16751,Ly6c1,ENSMUSG00000079018,snRNAseq2
16752,Insl3,ENSMUSG00000079019,snRNAseq2
16753,Slc45a4,ENSMUSG00000079020,snRNAseq2
16754,Col22a1,ENSMUSG00000079022,snRNAseq2
16755,Gsdmc,ENSMUSG00000079025,snRNAseq2
16756,Mef2b,ENSMUSG00000079033,snRNAseq2
16757,Gm8300,ENSMUSG00000079034,snRNAseq2
16758,Alkbh1,ENSMUSG00000079036,snRNAseq2
16759,Prnp,ENSMUSG00000079037,snRNAseq2
16760,D130040H23Rik,ENSMUSG00000079038,snRNAseq2
16761,Gm11037,ENSMUSG00000079039,snRNAseq2
16762,Fastkd5,ENSMUSG00000079043,snRNAseq2
16763,Prox1os,ENSMUSG00000079045,snRNAseq2
16764,4933413L06Rik,ENSMUSG00000079048,snRNAseq2
16765,Serpinb1c,ENSMUSG00000079049,snRNAseq2
16766,Gm14025,ENSMUSG00000079051,snRNAseq2
16767,Gm14010,ENSMUSG00000079053,snRNAseq2
16768,Slc8a3,ENSMUSG00000079055,snRNAseq2
16769,Cyp4v3,ENSMUSG00000079057,snRNAseq2
16770,Gm11042,ENSMUSG00000079061,snRNAseq2
16771,Vmn1r-ps123,ENSMUSG00000079064,snRNAseq2
16772,BC005561,ENSMUSG00000079065,snRNAseq2
16773,Hmgn2-ps1,ENSMUSG00000079067,snRNAseq2
16774,8430423G03Rik,ENSMUSG00000079069,snRNAseq2
16775,Gm3985,ENSMUSG00000079070,snRNAseq2
16776,Gm14085,ENSMUSG00000079071,snRNAseq2
16777,Gm3086,ENSMUSG00000079076,snRNAseq2
16778,Jrkl,ENSMUSG00000079083,snRNAseq2
16779,Ccdc82,ENSMUSG00000079084,snRNAseq2
16780,Gm3404,ENSMUSG00000079091,snRNAseq2
16781,Prl2c2,ENSMUSG00000079092,snRNAseq2
16782,4930449I24Rik,ENSMUSG00000079093,snRNAseq2
16783,Esd-ps,ENSMUSG00000079101,snRNAseq2
16784,Tgm7,ENSMUSG00000079103,snRNAseq2
16785,C7,ENSMUSG00000079105,snRNAseq2
16786,Srp54c,ENSMUSG00000079108,snRNAseq2
16787,Pms2,ENSMUSG00000079109,snRNAseq2
16788,Capn3,ENSMUSG00000079110,snRNAseq2
16789,Fam90a1a,ENSMUSG00000079112,snRNAseq2
16790,Gm7861,ENSMUSG00000079113,snRNAseq2
16791,Gm7849,ENSMUSG00000079114,snRNAseq2
16792,AY761185,ENSMUSG00000079120,snRNAseq2
16793,Rpl27-ps1,ENSMUSG00000079137,snRNAseq2
16794,Gm8818,ENSMUSG00000079138,snRNAseq2
16795,Gm4204,ENSMUSG00000079139,snRNAseq2
16796,Atxn7l1os1,ENSMUSG00000079143,snRNAseq2
16797,A130010J15Rik,ENSMUSG00000079144,snRNAseq2
16798,Gm15353,ENSMUSG00000079146,snRNAseq2
16799,Smok3b,ENSMUSG00000079156,snRNAseq2
16800,Fam155a,ENSMUSG00000079157,snRNAseq2
16801,Gm15498,ENSMUSG00000079163,snRNAseq2
16802,Sap25,ENSMUSG00000079165,snRNAseq2
16803,Cd209g,ENSMUSG00000079168,snRNAseq2
16804,Gm15130,ENSMUSG00000079169,snRNAseq2
16805,Gm13941,ENSMUSG00000079170,snRNAseq2
16806,Gm13942,ENSMUSG00000079171,snRNAseq2
16807,Zan,ENSMUSG00000079173,snRNAseq2
16808,Gm3054,ENSMUSG00000079174,snRNAseq2
16809,Gm11060,ENSMUSG00000079175,snRNAseq2
16810,Fam228a,ENSMUSG00000079177,snRNAseq2
16811,Rab10os,ENSMUSG00000079179,snRNAseq2
16812,C030005K15Rik,ENSMUSG00000079183,snRNAseq2
16813,Mphosph8,ENSMUSG00000079184,snRNAseq2
16814,Gzmc,ENSMUSG00000079186,snRNAseq2
16815,Psme2,ENSMUSG00000079197,snRNAseq2
16816,Gm8778,ENSMUSG00000079223,snRNAseq2
16817,Gm6565,ENSMUSG00000079224,snRNAseq2
16818,Ccr5,ENSMUSG00000079227,snRNAseq2
16819,Gm11065,ENSMUSG00000079230,snRNAseq2
16820,C730034F03Rik,ENSMUSG00000079242,snRNAseq2
16821,Gm5622,ENSMUSG00000079244,snRNAseq2
16822,Gm13691,ENSMUSG00000079247,snRNAseq2
16823,Trim71,ENSMUSG00000079259,snRNAseq2
16824,Gm15217,ENSMUSG00000079261,snRNAseq2
16825,Gm6614,ENSMUSG00000079263,snRNAseq2
16826,Gm11077,ENSMUSG00000079264,snRNAseq2
16827,Gm8257,ENSMUSG00000079265,snRNAseq2
16828,Gm6490,ENSMUSG00000079266,snRNAseq2
16829,Gm5930,ENSMUSG00000079267,snRNAseq2
16830,Gm3676,ENSMUSG00000079269,snRNAseq2
16831,Hoxd3,ENSMUSG00000079277,snRNAseq2
16832,Tmem233,ENSMUSG00000079278,snRNAseq2
16833,2310009B15Rik,ENSMUSG00000079283,snRNAseq2
16834,Clec7a,ENSMUSG00000079293,snRNAseq2
16835,Klrb1-ps1,ENSMUSG00000079295,snRNAseq2
16836,Gm2223,ENSMUSG00000079297,snRNAseq2
16837,Rab9,ENSMUSG00000079316,snRNAseq2
16838,Trappc2,ENSMUSG00000079317,snRNAseq2
16839,Gm20661,ENSMUSG00000079323,snRNAseq2
16840,Lemd1,ENSMUSG00000079330,snRNAseq2
16841,Gm11096,ENSMUSG00000079333,snRNAseq2
16842,Nat6,ENSMUSG00000079334,snRNAseq2
16843,Ifit1bl1,ENSMUSG00000079339,snRNAseq2
16844,Lipo1,ENSMUSG00000079342,snRNAseq2
16845,C1s2,ENSMUSG00000079343,snRNAseq2
16846,Lipo4,ENSMUSG00000079344,snRNAseq2
16847,1700013D24Rik,ENSMUSG00000079346,snRNAseq2
16848,Ackr4,ENSMUSG00000079355,snRNAseq2
16849,Mettl4-ps1,ENSMUSG00000079356,snRNAseq2
16850,Gm11100,ENSMUSG00000079357,snRNAseq2
16851,Gm9006,ENSMUSG00000079359,snRNAseq2
16852,Gm43302,ENSMUSG00000079362,snRNAseq2
16853,Gbp4,ENSMUSG00000079363,snRNAseq2
16854,Gm3476,ENSMUSG00000079371,snRNAseq2
16855,Gm8334,ENSMUSG00000079374,snRNAseq2
16856,Gm8279,ENSMUSG00000079378,snRNAseq2
16857,Gm3242,ENSMUSG00000079379,snRNAseq2
16858,Gm3443,ENSMUSG00000079382,snRNAseq2
16859,Gm3298,ENSMUSG00000079383,snRNAseq2
16860,Gm3173,ENSMUSG00000079386,snRNAseq2
16861,Luzp4,ENSMUSG00000079387,snRNAseq2
16862,2610042L04Rik,ENSMUSG00000079388,snRNAseq2
16863,Gm3149,ENSMUSG00000079389,snRNAseq2
16864,Gm17170,ENSMUSG00000079392,snRNAseq2
16865,Gm15114,ENSMUSG00000079395,snRNAseq2
16866,Gm3411,ENSMUSG00000079396,snRNAseq2
16867,Gm3020,ENSMUSG00000079402,snRNAseq2
16868,1700110I01Rik,ENSMUSG00000079407,snRNAseq2
16869,Gm5795,ENSMUSG00000079409,snRNAseq2
16870,Gm2897,ENSMUSG00000079410,snRNAseq2
16871,Gm11110,ENSMUSG00000079414,snRNAseq2
16872,Gm11111,ENSMUSG00000079416,snRNAseq2
16873,Atg4a,ENSMUSG00000079418,snRNAseq2
16874,Ms4a6c,ENSMUSG00000079419,snRNAseq2
16875,Gm3286,ENSMUSG00000079423,snRNAseq2
16876,Gm3259,ENSMUSG00000079424,snRNAseq2
16877,Arpc4,ENSMUSG00000079426,snRNAseq2
16878,Tceal7,ENSMUSG00000079428,snRNAseq2
16879,Mroh2a,ENSMUSG00000079429,snRNAseq2
16880,Gm11114,ENSMUSG00000079433,snRNAseq2
16881,Neu2,ENSMUSG00000079434,snRNAseq2
16882,Rpl36a,ENSMUSG00000079435,snRNAseq2
16883,Gm11115,ENSMUSG00000079438,snRNAseq2
16884,Gm11116,ENSMUSG00000079439,snRNAseq2
16885,Alpi,ENSMUSG00000079440,snRNAseq2
16886,St6galnac4,ENSMUSG00000079442,snRNAseq2
16887,Gm21981,ENSMUSG00000079444,snRNAseq2
16888,B3gnt7,ENSMUSG00000079445,snRNAseq2
16889,Tmprss11g,ENSMUSG00000079451,snRNAseq2
16890,Gm7609,ENSMUSG00000079457,snRNAseq2
16891,Gm15737,ENSMUSG00000079462,snRNAseq2
16892,Col4a3,ENSMUSG00000079465,snRNAseq2
16893,Prdm12,ENSMUSG00000079466,snRNAseq2
16894,Gm14966,ENSMUSG00000079467,snRNAseq2
16895,Pigb,ENSMUSG00000079469,snRNAseq2
16896,Utp14b,ENSMUSG00000079470,snRNAseq2
16897,Mymx,ENSMUSG00000079471,snRNAseq2
16898,Sssca1,ENSMUSG00000079478,snRNAseq2
16899,Nhsl2,ENSMUSG00000079481,snRNAseq2
16900,Phyhd1,ENSMUSG00000079484,snRNAseq2
16901,Med12,ENSMUSG00000079487,snRNAseq2
16902,H2-T10,ENSMUSG00000079491,snRNAseq2
16903,Gm11127,ENSMUSG00000079492,snRNAseq2
16904,Nat8f5,ENSMUSG00000079494,snRNAseq2
16905,Nat8f6,ENSMUSG00000079495,snRNAseq2
16906,Gm13420,ENSMUSG00000079497,snRNAseq2
16907,6530402F18Rik,ENSMUSG00000079499,snRNAseq2
16908,Gm5138,ENSMUSG00000079501,snRNAseq2
16909,Cfap77,ENSMUSG00000079502,snRNAseq2
16910,Gm11131,ENSMUSG00000079505,snRNAseq2
16911,Apoo,ENSMUSG00000079508,snRNAseq2
16912,Zfx,ENSMUSG00000079509,snRNAseq2
16913,Reg3a,ENSMUSG00000079516,snRNAseq2
16914,Gm14743,ENSMUSG00000079519,snRNAseq2
16915,Gm5938,ENSMUSG00000079521,snRNAseq2
16916,Gm14744,ENSMUSG00000079522,snRNAseq2
16917,Tmsb10,ENSMUSG00000079523,snRNAseq2
16918,Gm15402,ENSMUSG00000079524,snRNAseq2
16919,Cldn34d,ENSMUSG00000079525,snRNAseq2
16920,Clnkos,ENSMUSG00000079528,snRNAseq2
16921,Gm6890,ENSMUSG00000079532,snRNAseq2
16922,Gm6880,ENSMUSG00000079536,snRNAseq2
16923,Obp2b,ENSMUSG00000079539,snRNAseq2
16924,H2-DMb1,ENSMUSG00000079547,snRNAseq2
16925,Mpp4,ENSMUSG00000079550,snRNAseq2
16926,Kifc1,ENSMUSG00000079553,snRNAseq2
16927,Aox2,ENSMUSG00000079554,snRNAseq2
16928,Haus3,ENSMUSG00000079555,snRNAseq2
16929,March2,ENSMUSG00000079557,snRNAseq2
16930,Colca2,ENSMUSG00000079559,snRNAseq2
16931,Hoxa3,ENSMUSG00000079560,snRNAseq2
16932,Maea,ENSMUSG00000079562,snRNAseq2
16933,Pglyrp2,ENSMUSG00000079563,snRNAseq2
16934,Gm11149,ENSMUSG00000079564,snRNAseq2
16935,Spin2d,ENSMUSG00000079566,snRNAseq2
16936,Rbpj-ps3,ENSMUSG00000079575,snRNAseq2
16937,Gm14692,ENSMUSG00000079577,snRNAseq2
16938,Gm1140,ENSMUSG00000079578,snRNAseq2
16939,Gm6760,ENSMUSG00000079579,snRNAseq2
16940,Tmem217,ENSMUSG00000079580,snRNAseq2
16941,Tmem182,ENSMUSG00000079588,snRNAseq2
16942,C1qtnf5,ENSMUSG00000079592,snRNAseq2
16943,Gm14597,ENSMUSG00000079593,snRNAseq2
16944,BC117090,ENSMUSG00000079594,snRNAseq2
16945,Gm4758,ENSMUSG00000079595,snRNAseq2
16946,Gm5483,ENSMUSG00000079597,snRNAseq2
16947,Gm17604,ENSMUSG00000079600,snRNAseq2
16948,Zbtb9,ENSMUSG00000079605,snRNAseq2
16949,Gm595,ENSMUSG00000079606,snRNAseq2
16950,Ankrd39,ENSMUSG00000079610,snRNAseq2
16951,Seh1l,ENSMUSG00000079614,snRNAseq2
16952,Muc4,ENSMUSG00000079620,snRNAseq2
16953,Tm4sf19,ENSMUSG00000079625,snRNAseq2
16954,Rhox7b,ENSMUSG00000079626,snRNAseq2
16955,Rhox2h,ENSMUSG00000079627,snRNAseq2
16956,Rhox4g,ENSMUSG00000079628,snRNAseq2
16957,Rhox3c,ENSMUSG00000079636,snRNAseq2
16958,Rhox2c,ENSMUSG00000079637,snRNAseq2
16959,Rhox2b,ENSMUSG00000079638,snRNAseq2
16960,Gm6268,ENSMUSG00000079642,snRNAseq2
16961,Gm1110,ENSMUSG00000079644,snRNAseq2
16962,Gm17193,ENSMUSG00000079645,snRNAseq2
16963,Fam71f2,ENSMUSG00000079652,snRNAseq2
16964,Prrt4,ENSMUSG00000079654,snRNAseq2
16965,Rab26,ENSMUSG00000079657,snRNAseq2
16966,Eloc,ENSMUSG00000079658,snRNAseq2
16967,Tmem243,ENSMUSG00000079659,snRNAseq2
16968,1700015F17Rik,ENSMUSG00000079666,snRNAseq2
16969,Gm17396,ENSMUSG00000079669,snRNAseq2
16970,2610203C22Rik,ENSMUSG00000079671,snRNAseq2
16971,Fdx1l,ENSMUSG00000079677,snRNAseq2
16972,Vwde,ENSMUSG00000079679,snRNAseq2
16973,Zglp1,ENSMUSG00000079681,snRNAseq2
16974,Ulbp1,ENSMUSG00000079685,snRNAseq2
16975,Vmn1r-ps150,ENSMUSG00000079693,snRNAseq2
16976,Gm14862,ENSMUSG00000079694,snRNAseq2
16977,Vmn2r93,ENSMUSG00000079698,snRNAseq2
16978,Fpr3,ENSMUSG00000079700,snRNAseq2
16979,Ssxb3,ENSMUSG00000079701,snRNAseq2
16980,Ssxb8,ENSMUSG00000079703,snRNAseq2
16981,Ssxb1,ENSMUSG00000079705,snRNAseq2
16982,Ttll2,ENSMUSG00000079722,snRNAseq2
16983,3110001I22Rik,ENSMUSG00000079737,snRNAseq2
16984,Nlrp4g,ENSMUSG00000079741,snRNAseq2
16985,Gm21719,ENSMUSG00000079806,snRNAseq2
16986,Xlr4a,ENSMUSG00000079845,snRNAseq2
16987,Klra4,ENSMUSG00000079852,snRNAseq2
16988,Gm4984,ENSMUSG00000079871,snRNAseq2
16989,Olfr22-ps1,ENSMUSG00000079875,snRNAseq2
16990,Gm10698,ENSMUSG00000079884,snRNAseq2
16991,Gm11951,ENSMUSG00000079889,snRNAseq2
16992,Scgb1b23-ps,ENSMUSG00000079893,snRNAseq2
16993,Gm16073,ENSMUSG00000079915,snRNAseq2
16994,Rpl28-ps3,ENSMUSG00000079942,snRNAseq2
16995,Gm7146,ENSMUSG00000079963,snRNAseq2
16996,Gm14058,ENSMUSG00000079966,snRNAseq2
16997,Gm11970,ENSMUSG00000079988,snRNAseq2
16998,Gm11799,ENSMUSG00000079993,snRNAseq2
16999,Gm12947,ENSMUSG00000079998,snRNAseq2
17000,Gm5915,ENSMUSG00000080021,snRNAseq2
17001,Gm15108,ENSMUSG00000080046,snRNAseq2
17002,Gm14510,ENSMUSG00000080051,snRNAseq2
17003,Rpl12-ps1,ENSMUSG00000080054,snRNAseq2
17004,Gm11864,ENSMUSG00000080065,snRNAseq2
17005,Gm41,ENSMUSG00000080069,snRNAseq2
17006,Gm15125,ENSMUSG00000080071,snRNAseq2
17007,Gm9427,ENSMUSG00000080073,snRNAseq2
17008,Hist1h2aj,ENSMUSG00000080076,snRNAseq2
17009,Eef1akmt3,ENSMUSG00000080115,snRNAseq2
17010,Gm12838,ENSMUSG00000080142,snRNAseq2
17011,Gm14777,ENSMUSG00000080155,snRNAseq2
17012,Gm14385,ENSMUSG00000080158,snRNAseq2
17013,Tpm3-rs2,ENSMUSG00000080175,snRNAseq2
17014,Gm17235,ENSMUSG00000080180,snRNAseq2
17015,Gm14448,ENSMUSG00000080186,snRNAseq2
17016,Gm13573,ENSMUSG00000080198,snRNAseq2
17017,Gm15526,ENSMUSG00000080205,snRNAseq2
17018,Gm13768,ENSMUSG00000080223,snRNAseq2
17019,Gm14239,ENSMUSG00000080237,snRNAseq2
17020,Atp6v0c-ps2,ENSMUSG00000080242,snRNAseq2
17021,Gm16400,ENSMUSG00000080250,snRNAseq2
17022,Gm14772,ENSMUSG00000080266,snRNAseq2
17023,Brms1,ENSMUSG00000080268,snRNAseq2
17024,Gm14807,ENSMUSG00000080298,snRNAseq2
17025,Gm14350,ENSMUSG00000080299,snRNAseq2
17026,Spin2-ps1,ENSMUSG00000080300,snRNAseq2
17027,Gm12419,ENSMUSG00000080303,snRNAseq2
17028,Spaca6,ENSMUSG00000080316,snRNAseq2
17029,Vmn2r-ps94,ENSMUSG00000080317,snRNAseq2
17030,Gm14644,ENSMUSG00000080321,snRNAseq2
17031,Gm22468,ENSMUSG00000080330,snRNAseq2
17032,Mir1298,ENSMUSG00000080331,snRNAseq2
17033,Gm25110,ENSMUSG00000080334,snRNAseq2
17034,Gm25111,ENSMUSG00000080336,snRNAseq2
17035,Gm24589,ENSMUSG00000080342,snRNAseq2
17036,Gm24587,ENSMUSG00000080347,snRNAseq2
17037,Gm24591,ENSMUSG00000080348,snRNAseq2
17038,Gm26248,ENSMUSG00000080350,snRNAseq2
17039,Gm26247,ENSMUSG00000080352,snRNAseq2
17040,Mir1247,ENSMUSG00000080356,snRNAseq2
17041,Gm26250,ENSMUSG00000080359,snRNAseq2
17042,Gm25778,ENSMUSG00000080363,snRNAseq2
17043,Gm25777,ENSMUSG00000080364,snRNAseq2
17044,Gm25776,ENSMUSG00000080365,snRNAseq2
17045,Gm25775,ENSMUSG00000080366,snRNAseq2
17046,Gm25773,ENSMUSG00000080368,snRNAseq2
17047,Gm22953,ENSMUSG00000080374,snRNAseq2
17048,Gm25309,ENSMUSG00000080378,snRNAseq2
17049,Gm22102,ENSMUSG00000080380,snRNAseq2
17050,Gm22105,ENSMUSG00000080384,snRNAseq2
17051,Gm23785,ENSMUSG00000080391,snRNAseq2
17052,Gm23786,ENSMUSG00000080394,snRNAseq2
17053,Snord111,ENSMUSG00000080396,snRNAseq2
17054,Gm23653,ENSMUSG00000080401,snRNAseq2
17055,Gm23651,ENSMUSG00000080405,snRNAseq2
17056,Gm23654,ENSMUSG00000080408,snRNAseq2
17057,Gm26474,ENSMUSG00000080412,snRNAseq2
17058,Gm26473,ENSMUSG00000080413,snRNAseq2
17059,Gm26469,ENSMUSG00000080415,snRNAseq2
17060,Gm26475,ENSMUSG00000080419,snRNAseq2
17061,Mir466k,ENSMUSG00000080424,snRNAseq2
17062,Gm24833,ENSMUSG00000080425,snRNAseq2
17063,Gm24835,ENSMUSG00000080427,snRNAseq2
17064,Gm24831,ENSMUSG00000080428,snRNAseq2
17065,Gm24275,ENSMUSG00000080430,snRNAseq2
17066,Gm23178,ENSMUSG00000080432,snRNAseq2
17067,Gm25848,ENSMUSG00000080440,snRNAseq2
17068,Gm24193,ENSMUSG00000080451,snRNAseq2
17069,Gm24195,ENSMUSG00000080454,snRNAseq2
17070,Gm24194,ENSMUSG00000080455,snRNAseq2
17071,Gm22488,ENSMUSG00000080461,snRNAseq2
17072,Gm22486,ENSMUSG00000080465,snRNAseq2
17073,Mir1195,ENSMUSG00000080468,snRNAseq2
17074,Snord98,ENSMUSG00000080469,snRNAseq2
17075,Gm25315,ENSMUSG00000080473,snRNAseq2
