HumanGeneID	HumanModule	HumanPadj	MouseGeneID	MouseModule	MousePadj	ProfileCorrelation
AGPAT3	33	0.131755779505217	Agpat3	5	0.498023442342823	-0.0138358438942822
RARRES2	34	2.05712111318327e-18	Rarres2	21	0.598962043490835	-0.0141386536918324
COX7A2L	31	0.302689202769924	Cox7a2l	24	0.481252158557074	-0.0155110409902702
C1QBP	24	0.121988715093071	C1qbp	7	0.811599659808329	-0.0193878337976202
SMOC1	34	0.0073783565353465	Smoc1	4	0.944644709238625	-0.0208024754849741
ZC3H11A	18	0.36673116200642	Zc3h11a	5	0.0487133759070089	-0.0218903435103162
SDHB	7	0.0234374231444555	Sdhb	2	0.17737292911705	-0.0258399024461766
CDC42	6	0.229430706655748	Cdc42	29	0.0275836465482244	-0.0283690009319306
CBR1	31	0.394898287216317	Cbr1	1	0.00996432091777955	-0.0312866411391019
NR1H4	14	0.639565456547044	Nr1h4	4	0.561670701259972	-0.0333383292300601
GOLIM4	23	0.161182856491304	Golim4	21	0.916541236105846	-0.0337012395825578
RBP4	24	2.97755234968495e-16	Rbp4	1	0.133486499926584	-0.0356583447707338
CYP2E1	24	1.41514669258894e-08	Cyp2e1	1	2.21672834440696e-162	-0.0364022433958266
RPL10	35	2.9484428538083e-11	Rpl10	24	0.836237020210229	-0.0389042329269434
CSAD	18	0.382629190093682	Csad	1	4.78799215776575e-79	-0.0401534104066393
KIAA0368	35	0.0337880192656736	AI314180;mKIAA0368	7	0.857931097589025	-0.0450722852543876
NR0B2	34	2.35129830542255e-06	Nr0b2	27	0.374196843291761	-0.0497417386481367
NOLC1	14	0.929911346567342	Nolc1	1	0.000354281830212122	-0.0532125263588381
ALDH9A1	24	0.783931240392732	Aldh9a1	28	0.00367328906324902	-0.0545456382473032
LBP	34	2.36237075282577e-05	Lbp	4	0.682989923479429	-0.0574686860535969
COPS7A	33	0.133702268444341	Cops7a	17	0.616451265950324	-0.0576899315106438
FGA	23	3.20394351043992e-13	Fga	31	1.83367394997888e-28	-0.0602193856545542
ELOVL2	24	0.48380323805647	Elovl2	31	7.22836384209778e-58	-0.0618398143351899
AGT	24	0.00294564950432802	Agt	14	0.401887182610418	-0.0632661577573116
SAA2	34	6.35909628456174e-22	Saa2	24	0.626640515556915	-0.0639781626185806
ATP5H	7	0.0101170344695801	Atp5h	1	7.50895256672349e-05	-0.0641140898108188
EIF3L	33	0.537759168912993	Eif3l	24	0.374522295621985	-0.0697652896467852
EPAS1	7	0.857189811490751	Epas1	8	0.0167076808423341	-0.0744813089608525
ANXA6	35	1.12219682504368e-11	Anxa6	18	0.684087069920113	-0.0807391752513568
MYL12A	7	0.020642800768614	2900073G15Rik	8	0.18767038295903	-0.0842549909550887
ANXA5	35	0.00214733035816922	Anxa5	11	0.814631167537593	-0.0904106364685002
MYO1B	18	0.446733095946343	Myo1b	24	0.0270864175892163	-0.0916972460570443
SLC25A13	24	0.589473288155762	Slc25a13	31	0.00181794168997589	-0.0922397293630543
MPP6	1	0.297997209435971	Mpp6	17	0.483362874386953	-0.0946788840267145
EIF4EBP1	24	0.597069698876318	Eif4ebp1	1	0.00810343494026228	-0.0949709043011884
CYC1	33	0.0757245261544295	Cyc1	15	0.181177404057	-0.0961077151666542
QDPR	30	0.214845143992424	Qdpr	24	0.105243127523704	-0.101040919527393
C1QB	32	0.181517000532772	C1qb	17	0.849557871918265	-0.102711979354758
DHCR24	34	6.72042644447535e-11	Dhcr24	24	0.47480129082026	-0.102779018077407
RAD23B	31	0.0456374840991983	Rad23b	4	0.0204363477466652	-0.10365894878898
KLF3	35	0.0873177824315812	Klf3	5	0.570174438746184	-0.106338825668444
PAFAH1B1	27	0.250326312886473	Pafah1b1	15	0.353102600004154	-0.111055657685952
FBXO9	33	0.614824147295293	Fbxo9	24	0.0763765294555522	-0.111560957270851
FAM96A	7	0.0745726144708995	Fam96a	29	0.0516514117571917	-0.116068509510923
SHMT1	33	0.202613016803352	Shmt1	24	0.0437813725629684	-0.117753426361213
EEF1A1	18	0.00349239175138878	Eef1a1	31	1.16549439566602e-17	-0.121595827272241
GRHPR	33	0.824934589837716	Grhpr	7	0.0282290200463053	-0.124311742270132
DBI	33	0.00722927004155957	Dbi	7	0.190471683288282	-0.127761255515802
NARS	14	0.426083187622946	Nars	1	0.00628135248513339	-0.137155103402678
NDUFC1	7	0.0708898826124603	Ndufc1	1	0.614330238234962	-0.141243443933992
MAFB	35	0.0561864768615006	Mafb	7	0.0397681911043186	-0.141572498265109
ADI1	14	0.337594482293923	Adi1	30	0.219699431341487	-0.143510039240927
ACAT1	27	0.329053899229328	Acat1	24	0.00242991884748022	-0.145748371925601
FDX1	7	0.000351909897298806	Fdx1	1	0.0009688318358961	-0.146667724998194
TMEM37	35	9.18964760049695e-07	Tmem37	24	0.641973683467646	-0.14735967068064
RPS11	14	0.366550602104074	Rps11	1	0.00523980715977182	-0.148579728498057
ZNF706	1	0.000471244639425402	Zfp706	12	0.0921403127577507	-0.159574686690465
ASPG	35	3.85232197302272e-06	Aspg	24	0.0187056416449924	-0.16175631406716
HSD17B12	12	0.0933916028028453	Hsd17b12	1	3.08801625188367e-07	-0.169617131395456
PSMB7	24	0.381227942199574	Psmb7	1	0.000570670132197302	-0.174290461554568
ARFGEF2	31	0.212774263866667	Arfgef2	24	0.521105166175258	-0.176944889627484
ALAD	18	0.71148207419949	Alad	1	8.37380929311406e-09	-0.180868755705551
CMTM8	1	0.258754130871954	Cmtm8;AK161079	1	0.498260633700118	-0.182632423651684
CTNNA1	34	0.503728414603621	Ctnna1;AK008288	28	0.0371772374325693	-0.189500912778846
SOD2	7	0.00104776719882925	Sod2	15	0.200273547928035	-0.190092172973757
UQCR10	3	0.178372314316627	Uqcr10	1	0.00112568928981363	-0.194775040431427
SLC31A1	35	5.87170686982480e-12	Slc31a1	15	0.834168903350848	-0.19795864220524
SYS1	34	0.434505521278991	Sys1	4	0.79171317164715	-0.198875305780516
TAT	3	2.40870889485686e-07	Tat	24	0.00106385552662265	-0.199450156909439
CWC15	3	0.366427415128142	Cwc15	10	0.144900355579408	-0.203665123771634
EGFR	18	0.922443764982944	Egfr	31	5.70513638696409e-05	-0.204105515275118
PID1	33	0.668939370933947	5033414K04Rik;Pid1	7	0.564127195184579	-0.207399846179441
MST1	34	1.51101474524122e-41	Mst1	19	0.191421719589931	-0.208819690327601
PRR13	34	0.0964878128914229	Prr13	21	0.692195572386884	-0.211903404549754
SERPING1	24	7.48924534260543e-16	Serping1	31	3.18863477359104e-11	-0.212382103409918
HPGD	8	5.94421334832919e-05	Hpgd	1	0.142180855710789	-0.212756829251591
RNF130	1	2.73241352271207e-05	Rnf130	17	0.54346091719986	-0.214538025949002
NFIA	33	0.0666177625338855	Nfia	24	0.614730630842603	-0.215280831505072
GCLM	14	0.876645024654876	Gclm	1	2.21645859613088e-06	-0.21907177063004
ARCN1	7	0.00847873034378792	Arcn1	5	0.330223978166779	-0.22016488179201
UBR4	35	5.05401159651664e-18	C230096C10Rik;Ubr4	19	0.809218052865599	-0.22103853066341
TBCA	7	0.0242703024477817	Tbca	24	0.721461505946516	-0.221338921137347
ACO1	23	0.488993602526004	Aco1	15	0.568265524383267	-0.222290465239919
PSMB6	14	0.861561152508528	Psmb6	1	3.17087638464245e-08	-0.222323110577172
CUL4A	34	0.177819541405621	Cul4a	19	0.183803483940295	-0.22652189075653
SYF2	8	0.92396158408426	Syf2	1	1.38402408965189e-05	-0.230480978038748
PROC	34	1.30550727715601e-15	Proc	21	0.69377723200325	-0.231746855665333
EBPL	1	1.96520323159478e-09	Ebpl	1	0.877349096576001	-0.234006238229577
TMA7	18	0.125881179021744	Ccdc72	7	0.635900450483415	-0.234438574759299
SORD	33	0.0128715902631243	Sord	5	0.418512727916682	-0.234877137298319
ORM1	34	2.05888959353585e-12	Orm1	30	0.00239540558354759	-0.23540133727764
PCCB	14	0.984030354489719	Pccb	2	0.0847923995830683	-0.23573073924187
ATRN	24	0.529825404052936	Atrn	17	0.198661494795396	-0.23644536835536
EIF4A3	27	0.692753275450266	Eif4a3	7	0.542120122216076	-0.237146004938394
YWHAE	35	7.68605868381446e-06	Ywhae	13	0.913168809578167	-0.239298797997712
COX7C	7	6.18589996885448e-09	Cox7c	4	0.698517351880834	-0.239306621785644
LPGAT1	24	0.308832792846543	Lpgat1	31	1.62033769413025e-06	-0.241399524223768
IL6ST	5	0.075503166977119	Il6st	5	0.259273810262829	-0.251213528282242
HSPA9	35	5.1214347163967e-05	Hspa9	30	0.0123000239815977	-0.251349033528393
AMBP	24	3.66600855226485e-31	Ambp	31	6.87728427312857e-34	-0.254244740241218
TAB2	7	0.00785506172785609	Tab2	19	0.652062564612341	-0.258364700417932
NDUFC2	1	7.28825342192519e-06	Ndufc2	4	0.977229627992479	-0.259896136337064
C2	23	0.000139997897106385	C2	31	0.00438125645555542	-0.261602059088854
SET	32	0.0911189883173054	AK031561;Set	17	0.797507726587119	-0.261733961567419
SRP14	33	0.87788490985045	Srp14	17	0.55181172677566	-0.263753725777951
ATPIF1	7	0.00959043126746542	Atpif1	8	0.538107569862808	-0.265423481521894
MTCH2	25	0.313267245187143	Mtch2	31	8.22198557133128e-05	-0.266274062869738
RPL35A	18	0.41705399138882	Rpl35a	7	0.048172298415218	-0.269245205736458
HECTD1	33	9.76794467071475e-05	Hectd1	27	0.651607335226467	-0.270649934262481
UBE2K	35	0.338665677452	Ube2k	1	0.272915519748056	-0.275229918297287
ADIPOR2	33	0.137572801387241	Adipor2	29	0.0693702532753961	-0.277085224445781
ABCD3	6	0.203276782692049	Abcd3	24	0.212307842418938	-0.279738582780782
CMBL	35	5.86336852928986e-13	Cmbl	24	0.215130713938735	-0.282324352820308
CDC37L1	8	0.576638884270135	Cdc37l1	1	0.0163623405041564	-0.291210623705569
CPT2	35	1.24254760372317e-05	Cpt2	24	0.631192863679114	-0.29339892875274
MSRA	10	0.114744515477037	Msra	15	0.852519931582704	-0.293657649526663
SGPP1	6	0.468450435807323	Sgpp1	1	0.0887352679326251	-0.297008057235166
CDV3	1	0.0943399029006071	Cdv3;AK048941	1	0.204273457551412	-0.297113752901012
UBE2B	7	0.000690766056654038	Ube2b	5	0.383636451683653	-0.298389682489252
IRF2BP2	3	0.00105362664884253	Irf2bp2	1	0.108728203095853	-0.300110857050742
EIF2S2	33	0.636654621128714	Eif2s2	14	0.973244519131142	-0.305988462487672
RPS3A	14	0.669088211211236	Rps3a	1	0.000498896911836252	-0.310952895425
PLIN2	27	0.603424970190309	Plin2	31	1.7446326569184e-13	-0.311347364797215
AK2	18	0.607655522291907	Ak2	8	0.0161654067878852	-0.316818954469845
PTMA	35	6.35348809701295e-05	Ptma	17	0.678877145767799	-0.317234712228943
CTSL	27	0.886226449425351	Ctsl	31	1.91983562784292e-11	-0.318256516921567
IFITM3	34	4.81891111777039e-11	Ifitm3	24	0.00319735489112988	-0.318634953534252
POLR1D	33	0.100159927156825	Polr1d	17	0.687287026550309	-0.321230471932035
SPP2	24	0.205455349680026	Spp2	1	0.460372416280918	-0.32172105242476
RDX	10	0.302895607067982	Rdx;BC147413	1	0.00200782724308087	-0.322187518189953
HSPA8	14	0.716463558837306	Hspa8	1	2.5408632517898e-14	-0.322443889747561
MASP2	23	0.0120780984813079	Masp2	1	0.452518965172955	-0.32276830183702
PABPC1	33	0.403314423170439	Pabpc1;Pabpc2	24	0.1712765806617	-0.324679078626113
PPP2R5C	19	0.727089838789795	Ppp2r5c;mKIAA0044	7	0.389407895565603	-0.327676238250582
UQCRFS1	35	0.0145320923767651	Uqcrfs1	24	0.000679070806896383	-0.332316628807023
SDHA	35	0.0577058871370801	Sdha	31	0.002494482142299	-0.336748220470675
CTH	25	0.544958947829227	Cth	31	6.46163587258407e-11	-0.338410542607313
ATP5G3	32	0.014404988277533	Atp5g3	19	0.54346091719986	-0.340061182441741
DNAJA2	18	0.931962928845486	Dnaja2;AK163592	14	0.738647525747993	-0.341360774963955
TMEM176B	24	2.94465484225885e-09	Tmem176b	4	0.159819842761652	-0.342432031074329
SDC1	34	9.79247549779284e-08	Sdc1	27	0.00916035932535032	-0.3465315664062
PCYOX1	34	0.148369907949849	Pcyox1	14	0.778757476302774	-0.346555672091528
PARK7	33	0.469811738335601	Park7;dj-1	7	0.00892551922014515	-0.349929797971948
SUCLG2	1	0.636588351593756	Suclg2;Scs	7	0.194232136910868	-0.355328836061522
HSPA5	24	8.3383142908369e-05	Hspa5	31	7.6938029325831e-14	-0.35659689907205
TMEM106B	13	0.515169436856559	Tmem106b	8	0.00767867140403701	-0.361389846287694
DPYS	14	0.105273292532665	Dpys	8	0.853670247401831	-0.364296951303957
C11orf54	8	0.0893781616726093	4931406C07Rik	1	1.10916805701328e-05	-0.369985108113824
PEX19	30	0.82531681097674	Pex19	24	0.509875687184493	-0.371337756833758
PDIA3	24	0.0202975344485925	Pdia3	31	0.0642167568943866	-0.377201828722685
HIGD2A	33	0.00212363336057886	Higd2a	27	0.00504946315820913	-0.380093891655828
APOC3	34	2.20971778165776e-49	Apoc3	27	0.0800233527381118	-0.382903593538423
GLRX5	24	0.858943178076165	Glrx5	1	0.165517943051434	-0.383898695706204
SUB1	8	0.65622026108402	Sub1	1	0.147310845184618	-0.394939913358173
CYB5A	8	0.0155335447590598	Cyb5	1	2.60053760947512e-31	-0.395741060776176
ANAPC13	18	0.914702169738738	Anapc13	1	1.55575432462281e-08	-0.400069037116929
SLC27A5	34	1.98978873007469e-28	Slc27a5	29	0.0247045211012347	-0.40139418720182
FAM134B	10	0.107028794359411	Fam134b	1	0.00311259135647185	-0.403497021021973
PDCD2	9	0.158369976249218	Pdcd2	7	0.0165396100162893	-0.403521497989279
UBL5	35	0.000928232103442665	Ubl5	27	0.323867261037308	-0.405790987042333
CTSB	34	0.0110954307896702	Ctsb	27	0.0558318932002669	-0.406779320021764
SLC7A2	34	0.258872474091428	Slc7a2	29	0.00047409278110712	-0.409628961650855
POLDIP2	35	1.92590112879466e-05	Poldip2	31	0.536898261353218	-0.410846554725159
ETFA	31	0.670390370899812	Etfa	31	0.00479056336322726	-0.420527250321098
TXNIP	35	3.20856729717817e-07	Txnip	27	0.332225590076024	-0.420947878611975
SERPIND1	24	5.52939333037063e-06	Serpind1	31	2.99057035723987e-06	-0.424521187440765
TMEM56	1	0.000214814480752281	Tmem56	1	0.778757476302774	-0.428188057876289
SEC61B	7	0.246696716565717	Sec61b	1	0.017274893996141	-0.428453413436314
ALDH8A1	33	0.202170323507306	Aldh8a1	31	0.00276257345485486	-0.429119023572551
METTL7A	1	0.000329159137041787	Mettl7a1	1	6.31909532372154e-09	-0.431749108274605
TGOLN2	34	0.327261179384909	Tgoln2	31	3.75433886759261e-06	-0.431872475343466
ASL	35	4.11159538232683e-26	Asl	24	0.0330359665551849	-0.437811266481679
SUCLG1	35	0.00329627326697769	Suclg1	24	0.00392642549917939	-0.441817202706468
CYP4A11	24	4.77272782648368e-08	Cyp4a12b	1	0.0207361530664853	-0.442890449660065
P4HB	34	3.80445094748332e-11	P4hb	17	0.787476485519094	-0.443018941416328
TTPA	34	0.00790718022836398	Ttpa	27	0.199493625395557	-0.445580668755379
AGXT	35	9.06976607520892e-85	Agxt	24	0.198775787513935	-0.445597772576964
KARS	1	0.0390554713725775	Kars	8	0.306951595524223	-0.447324826209856
AZGP1	24	1.87822095751077e-12	Azgp1	31	4.25644486872849e-34	-0.451143158896081
KLF15	7	0.0118087644911409	Klf15	1	0.0277306182194087	-0.451539761947435
CALM1	8	0.0284154218590137	Calm1	7	0.0199977162982142	-0.455655844131271
ECHS1	35	1.50027621133378e-24	Echs1	24	0.0503961452855182	-0.455881663650935
PNRC1	1	0.110516064802086	Pnrc1	7	0.0282290200463053	-0.457317562032433
RPL32	6	0.00166783641056072	Rpl32	1	1.14872905897805e-06	-0.460260456240547
NDUFB3	13	0.84356529024754	Ndufb3	4	0.0921403127577507	-0.460918974764767
APOB	24	5.8888658652146e-18	Apob	31	7.73197880153359e-09	-0.462198026663146
PFDN1	6	0.515231249006761	Pfdn1	1	0.00326088215525626	-0.463666832687168
AK3	34	0.0646974151455513	Ak3	28	0.000361826932102169	-0.466129063328985
RPL38	3	0.119886657835787	Rpl38	8	0.000442432516284925	-0.46662606096206
EIF3I	33	0.00687662177069217	Eif3i	19	0.836237020210229	-0.468676762898108
EIF5	3	0.0662525378046159	Eif5	12	0.426090965884992	-0.469322873084898
GCLC	14	0.0762498689092804	Gclc	7	0.168522533600782	-0.470033101806888
EPHX2	33	0.222194854293866	Ephx2	31	1.92879977848542e-19	-0.471139511256773
EIF3H	7	0.200778577236591	Eif3h	1	0.0384799996034266	-0.472274546574839
SLC22A1	24	0.0116605742583071	Slc22a1	1	3.88043411060174e-52	-0.483342891809434
PTDSS1	24	0.206918244623212	Ptdss1	1	0.0275836465482244	-0.483913195693591
RPS16	33	0.816985418007643	Rps16	5	0.139716412250918	-0.484591282495381
SERPINF1	23	7.01590207722917e-18	Serpinf1	27	0.00905338641815391	-0.488741225585982
NDUFA5	7	0.0250373429844214	Ndufa5	12	0.364671335160835	-0.502662622798309
TMEM33	23	0.295082944004699	Tmem33	31	0.018410859723111	-0.505887406423952
DAD1	34	0.201202120876359	Dad1	31	0.000173509941049515	-0.508501793331626
LDHA	34	0.174842163594479	Ldha	31	8.64953196211478e-12	-0.512059012508226
ITIH3	34	7.39078095101361e-14	Itih3	31	4.96937227795036e-23	-0.51218536654771
CLPX	18	0.575278339742106	Clpx	31	1.16769034264007e-06	-0.518081955856808
ZFAND6	31	0.150689391444207	Zfand6;Awp1	12	0.651870590488014	-0.520192912924365
PSMD7	18	0.78667528185508	Psmd7;AK158379	1	0.0648890519774485	-0.520606666374649
AMACR	23	0.198641067642745	Amacr	26	0.638253063303845	-0.520968797289086
PROX1	33	0.191071291548523	Prox1	29	0.0934836600375277	-0.521990959156065
PROZ	34	2.23057548854018e-08	Proz	29	0.00683900040102077	-0.522810694249168
FADS1	25	0.325083149857352	Fads1	31	0.00162490507721275	-0.528491635016419
ADH1A	3	0.000231526660517138	Adh1	1	8.19560236561968e-09	-0.53154987301593
MRFAP1	14	0.781313367382393	Mrfap1	29	0.32741792722925	-0.533525567783283
HHEX	18	0.950004549916719	Hhex	29	0.4045309903795	-0.543606909742874
TMBIM6	10	0.00881216876915931	Tmbim6	1	0.00988193696584336	-0.549136281959782
RPS24	3	9.19470173495728e-05	Rps24	1	0.00163370939224359	-0.553096103556546
COX6C	1	6.84502566529589e-08	Cox6c	4	0.493704032089924	-0.555703218127227
PCBD1	12	0.722371334173607	Pcbd1	5	0.000348478580873834	-0.556318483212471
GSTK1	34	0.0945096651969411	Gstk1	31	0.000188596579917351	-0.557366592758041
HPX	24	4.45811952194864e-35	Hpx	31	6.59488490344731e-85	-0.561243662493622
CLU	23	2.02433603967738e-23	Clu	31	0.0239039241291109	-0.561437959741074
NDUFA6	7	0.249379013614623	Ndufa6	7	0.000426587193613376	-0.561643033138533
ACBD5	7	0.0644215707635307	Acbd5	7	0.0275774989951767	-0.564066364999965
IFITM2	34	4.97308553392618e-17	Ifitm2	27	0.532698019347256	-0.568602152074403
HIBADH	7	1.90595267798458e-06	Hibadh;AK042028	4	0.459973054478921	-0.570523704465138
FETUB	23	0.000680565844418108	Fetub	1	1.39647286105589e-20	-0.572571099226537
CISD1	31	0.0551535635804571	Cisd1	23	0.029717709761388	-0.574986287709393
SFXN1	33	0.105290591590773	Sfxn1	31	8.11195363512235e-33	-0.576219875874997
ALDH7A1	1	0.00200776441790351	Aldh7a1	1	0.610773643496394	-0.577694250803244
NACA	7	2.37111039756865e-07	Naca	24	0.417894843297744	-0.578118788702847
RPS20	3	0.0151164955841816	Rps20	7	0.000495420759265219	-0.578524007129137
NDUFA12	3	0.00254345874248869	Ndufa12	5	0.296890259271651	-0.580879409320966
ECHDC2	35	5.49622127877554e-12	Echdc2	24	0.199620809912441	-0.582124037888698
RCL1	6	0.0633297183267998	Rcl1	2	7.33578995020792e-05	-0.582934495181671
VTN	34	4.83378955934066e-50	Vtn	31	3.81913269400209e-44	-0.585370899008322
ENO1	34	6.16222102599405e-10	Gm5506;AK180697;Eno1	31	0.170515593080464	-0.588719639374786
OAT	3	4.49772260874343e-11	Oat	1	8.60668032361427e-50	-0.590154728991757
NEK7	14	0.757295961581331	Nek7	5	0.332217045389199	-0.59034173679787
ITIH1	24	2.59326430124109e-16	Itih1	31	3.57411503436189e-06	-0.590821200358681
HADH	3	0.0609702154555628	Hadh	1	0.000322035774304232	-0.594776149749262
NDUFV2	34	0.000341330559914469	Ndufv2	29	0.0225059296220385	-0.595329919734134
HNRNPC	35	0.0051567437978245	Hnrnpc	28	0.370692293061011	-0.596875653770708
OAZ1	32	0.000514240754959201	AK087942;Oaz1;Mir1982	24	0.120352742848134	-0.598501982149186
F7	34	5.12989849552964e-10	F7	31	0.0317428607194077	-0.604091414876339
RPL36AL	3	3.34987947380641e-10	1110034A24Rik;Rpl36al	8	0.433353770155773	-0.607455145421656
DNAJC19	1	0.0120225381417801	Dnajc19	12	0.542735682780488	-0.610875662658181
GOT1	33	0.564308769152083	Got1	31	9.51943676943093e-10	-0.611342360594162
TKFC	34	0.0419796079728767	Dak	31	8.44371768360618e-12	-0.616816315986579
EIF1AX	33	0.04762514038885	Eif1ax	24	0.738013507959993	-0.61751959179236
PZP	34	0.201202120876359	Pzp	31	3.1384287209016e-45	-0.618334528526671
SLC25A3	32	1.8801464341812e-10	Slc25a3	31	0.0316187255263887	-0.61886993456916
AASS	34	0.00843882832027753	Aass	31	5.20260729387755e-06	-0.61994542958911
TAPBP	34	1.04378737274159e-07	Tapbp	31	0.105303417558341	-0.624897985632452
UBQLN1	3	0.663345323134214	Ubqln1	1	0.995842713496284	-0.624999023915644
FH	32	0.426556979445996	Fh1	29	0.00846798803039337	-0.627687896196478
HMGCS2	1	6.41062441911353e-14	Hmgcs2	1	5.2770619004163e-08	-0.630602555177496
KLF9	1	9.79596658800691e-12	Klf9	5	2.29029976776803e-05	-0.634729761564638
ARPC2	32	0.0100760760570613	Arpc2	27	0.184092867707188	-0.638517947764542
SERPINF2	34	1.14940835947347e-38	Serpinf2	31	1.49767312766116e-14	-0.640908817767053
G0S2	10	0.29919746534196	G0s2	1	0.136261718811	-0.641096062682166
ATP5G1	34	0.000214814480752281	Atp5g1	30	0.103693586869656	-0.648797357253872
FTCD	35	2.67845419268997e-62	Ftcd	24	7.87210033597863e-05	-0.65023861132374
DDAH1	10	0.0870245644855051	Ddah1	1	0.00465516326272529	-0.651241099425963
SERBP1	3	0.429199632744655	AK158095;Serbp1	1	1.16974151261979e-11	-0.653040836985892
POMP	7	0.0463954134262669	Pomp	2	2.21645859613088e-06	-0.658149663503249
MPC2	3	4.25276933719157e-07	AK008044;Brp44	1	4.11160172480503e-06	-0.671329287823763
COX17	7	7.31019675818116e-05	Cox17	1	2.41400784096475e-13	-0.678110439468113
SLC37A4	35	0.0301050550999176	Slc37a4	31	1.71488986825539e-10	-0.679284690147012
PHYH	1	0.000247399593456892	Phyh	1	0.0198972136850536	-0.679723650045696
RPL22	3	1.57715476901621e-05	Rpl22	7	2.21640579970301e-06	-0.685841166135602
CPT1A	35	1.66220381900735e-10	Cpt1a	27	0.0226769907273674	-0.68625445793221
H2AFZ	12	0.387938510627363	H2afv;H2afz	1	0.364671335160835	-0.699165391827061
GSTO1	30	0.316608112614312	Gsto1	27	0.353728191773812	-0.6991704539097
RPS29	3	0.000532363461267399	Rps29	1	0.00513890168132179	-0.700874955958634
RPL7	33	0.772939167474718	Rpl7	29	0.304286491806843	-0.700944237023142
CP	34	3.59742110959671e-12	Cp	31	1.50663935423232e-18	-0.702679817692273
CRP	34	0.000258467402373091	Crp	31	7.76338592567218e-15	-0.704724873084352
NNMT	35	2.18607632571514e-08	Nnmt	31	9.30385936138454e-06	-0.705153084202652
IMMP2L	17	0.8487097380409	Immp2l	1	0.30248339653206	-0.70810725857253
PIPOX	35	2.39697898226262e-09	Pipox	31	0.000841000293478387	-0.709114100262391
C5	34	6.41796154625077e-07	Hc	31	8.8012131573777e-31	-0.709890115762345
NUDT4	1	0.0147430631823397	Nudt4	1	0.092193795257174	-0.711128018518547
RBMS1	10	0.489767574325579	Rbms1	1	0.000199023564273306	-0.714275674849167
YWHAB	35	0.000100807185939903	Ywhab	27	0.280735088203367	-0.714909304756103
ACAA2	7	0.00175432093623982	Acaa2	7	0.00140580864506422	-0.716731058366141
RPL34	3	4.06170861703261e-08	Rpl34;Rpl34-ps1	7	0.0827602768898867	-0.722347749014714
TTC39C	34	0.030655959390687	Ttc39c	31	0.000149059756405332	-0.72280488813898
ATP5E	7	0.000136950287097706	Atp5e	1	1.1462418822512e-09	-0.723900647104137
MT1M	1	0.0508828739310084	Mt2	1	8.84931580620655e-14	-0.727359611274833
AQP9	1	1.97438319027327e-07	Aqp9	1	2.77587326061825e-09	-0.729342404511503
OCIAD1	1	0.101010734893883	Ociad1	1	0.0147423688318655	-0.729948733179656
RPL26	8	7.74616255475077e-18	Rpl26	1	2.03657599465237e-23	-0.730370969048408
LEAP2	35	0.00545305699560779	Leap2	27	1.19111482965402e-05	-0.739587657025423
HSD17B4	8	0.165748874524362	Hsd17b4	5	0.00122030090635627	-0.74348427572747
LAMP1	34	0.0172671180387358	Lamp1	27	0.690368056338028	-0.74405310493902
HSD17B11	1	0.000119254187479235	Hsd17b11	1	0.00546684293788209	-0.746152585657163
PANK1	14	0.640820875893853	Pank1	5	0.0274526364729939	-0.750272528604428
LECT2	1	9.60414211707231e-08	Lect2	1	7.10553855066165e-65	-0.752186352883564
EIF4G2	33	0.403376030472923	Eif4g2	5	0.504111991325149	-0.764185607462082
ITGB1	10	0.348957512847965	Itgb1	1	0.748370915471026	-0.768439827142528
C8G	35	4.97224570550625e-10	C8g	31	4.00018004042507e-09	-0.770392074054085
TFR2	35	4.37167808930495e-19	Trfr2	31	0.0720963125802977	-0.773013319852587
HSPE1	1	1.21795174160307e-12	Hspe1	7	0.0528290626893129	-0.773255232485719
KHK	34	0.000288644265617089	Khk	31	4.20954057357756e-08	-0.773527976245656
CPPED1	35	0.0776998555292112	Cpped1	27	0.393382095722285	-0.791526738815246
C6	1	2.2368517197679e-15	C6	1	0.0669570326911789	-0.806002050965079
CRYL1	35	0.000675933117207186	Cryl1	31	0.000561394265959052	-0.806577452572368
TTR	1	2.35275435787348e-24	Ttr	1	3.85703825131472e-15	-0.808284262256425
UROC1	35	6.76772510318429e-05	Uroc1	31	2.16750710590286e-32	-0.809018116997946
GCH1	1	8.86820723320431e-05	Gch1	1	1.20228830915495e-07	-0.809027567383723
SULT1A1	33	0.000277372342371536	Sult1a1	31	1.18965270839864e-10	-0.809826497290456
PLPP3	1	2.37016403144962e-05	Ppap2b	1	3.3173267089109e-06	-0.822364755275214
GPI	35	0.00170138705997612	Gpi1	31	0.698517351880834	-0.823689786446143
CDO1	1	2.94908092671364e-27	Cdo1	1	5.21278735908797e-09	-0.839420929080473
GLUD1	1	0.324498150220461	Glud1	1	0.000338199891106242	-0.846056288278716
BHMT	31	0.0399484869593963	Bhmt	31	1.04357353559829e-15	-0.849592209375772
SERP1	3	0.0135876865188815	Serp1	7	0.010306829778119	-0.851086112469363
TMED5	3	0.00188994665602972	Tmed5	8	0.000502162051594785	-0.860459083648159
CREG1	1	3.98702599954015e-10	Creg1	1	8.91402064344155e-09	-0.877166537385281
IGFBP1	1	4.08449503490998e-39	Igfbp1	1	1.4109162572321e-09	-0.895240691009877
ST13	3	0.00328087634413871	St13	7	0.00411633199224621	-0.896713252012157
LY6E	35	4.28518783916185e-21	Ly6e	31	2.59135697516382e-21	-0.905335370500937
MFSD2A	34	1.80136328120201e-09	Mfsd2a	31	3.23625022115972e-14	-0.920882114300362
